Like;Cx;Tense;Trans;Voice;Asp;Anim;Plen;Dep
ptcp;depict;past;intr;med;pf;intr;plen;no
ptcp;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;sh;no
ptcp;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;sh;no
ptcp;depict;past;tran;pass;pf;intr;sh;no
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;anim;sh;yes
ptcp;depict;past;tran;pass;pf;anim;sh;yes
ptcp;depict;past;intr;act;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;anim;sh;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
adj;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;plen;no
ptcp;depict;past;tran;pass;pf;anim;plen;yes
adj;depict;past;tran;pass;ipf;intr;sh;yes
ptcp;depict;pres;intr;act;ipf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;pres;tran;act;ipf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;anim;sh;no
ptcp;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;pres;intr;act;ipf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
adj;depict;past;tran;pass;pf;anim;plen;yes
ptcp;depict;pres;intr;act;ipf;anim;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;past;tran;pass;ipf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;anim;sh;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
adj;depict;pres;intr;act;ipf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;pres;tran;pass;ipf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
adj;depict;pres;tran;act;ipf;intr;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;past;tran;pass;pf;anim;plen;yes
ptcp;depict;past;tran;pass;pf;intr;sh;no
adj;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;no
ptcp;depict;past;tran;pass;pf;intr;plen;no
ptcp;depict;past;tran;pass;pf;intr;sh;no
adj;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;past;tran;pass;ipf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;plen;no
ptcp;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;past;tran;pass;pf;anim;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;sh;no
ptcp;depict;past;tran;pass;pf;intr;sh;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;pres;intr;act;ipf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;sh;no
ptcp;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;no
ptcp;depict;past;tran;pass;pf;intr;sh;no
adj;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;anim;plen;yes
adj;depict;past;tran;pass;pf;anim;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;pres;tran;pass;ipf;anim;plen;yes
adj;depict;past;tran;pass;pf;anim;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;anim;plen;no
adj;depict;past;tran;pass;pf;intr;sh;yes
adj;depict;pres;tran;act;ipf;intr;plen;yes
adj;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;no
ptcp;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;plen;no
ptcp;depict;past;tran;pass;pf;intr;sh;no
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;anim;sh;yes
ptcp;depict;past;tran;pass;pf;anim;sh;no
adj;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;pres;intr;act;ipf;anim;plen;yes
adj;depict;past;tran;pass;pf;anim;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;no
adj;depict;past;tran;pass;pf;anim;plen;yes
adj;depict;pres;intr;act;ipf;intr;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;sh;no
ptcp;depict;past;tran;pass;pf;intr;sh;no
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;anim;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;intr;act;pf;anim;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;pres;intr;act;ipf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
adj;depict;past;tran;pass;pf;anim;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;no
adj;depict;pres;tran;act;ipf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;sh;no
adj;depict;past;tran;pass;pf;intr;sh;no
ptcp;depict;past;tran;pass;pf;anim;sh;yes
ptcp;depict;past;tran;pass;pf;anim;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;anim;sh;no
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;anim;plen;no
ptcp;depict;past;intr;med;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;anim;sh;yes
adj;depict;past;tran;pass;pf;intr;plen;yes
ptcp;depict;past;tran;pass;pf;intr;sh;yes
ptcp;depict;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;intr;med;pf;intr;plen;no
ptcp;attr;pres;intr;act;ipf;anim;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;anim;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;anim;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;past;intr;med;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;intr;pass;pf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;past;intr;med;pf;intr;plen;no
ptcp;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;intr;med;ipf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;intr;act;pf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;intr;act;pf;intr;plen;no
ptcp;attr;pres;intr;med;ipf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
adj;attr;past;tran;pass;pf;anim;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
adj;attr;past;tran;pass;pf;anim;plen;no
adj;attr;pres;tran;pass;ipf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
adj;attr;past;tran;pass;pf;intr;plen;no
adj;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
adj;attr;pres;tran;pass;ipf;anim;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;pres;tran;pass;ipf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;yes
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;yes
ptcp;attr;past;intr;med;pf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;intr;act;ipf;anim;plen;yes
ptcp;attr;pres;tran;pass;ipf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;no
adj;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;anim;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;past;tran;pass;pf;anim;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;yes
ptcp;attr;past;intr;med;pf;intr;plen;no
ptcp;attr;past;intr;med;pf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;pres;tran;act;ipf;anim;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;intr;med;ipf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;intr;med;pf;anim;plen;yes
ptcp;attr;past;tran;act;ipf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;intr;med;pf;intr;plen;no
ptcp;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;pres;intr;act;ipf;intr;plen;yes
ptcp;attr;past;intr;act;ipf;anim;plen;no
ptcp;attr;pres;intr;act;ipf;anim;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;intr;med;pf;intr;plen;no
adj;attr;past;tran;pass;pf;anim;plen;no
ptcp;attr;past;tran;pass;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;pres;intr;act;ipf;anim;plen;no
adj;attr;past;tran;pass;pf;anim;plen;no
ptcp;attr;pres;intr;act;ipf;anim;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;pres;intr;act;ipf;anim;plen;no
ptcp;attr;past;intr;med;pf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;yes
ptcp;attr;past;tran;pass;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;intr;act;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;anim;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;pres;tran;act;ipf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;past;intr;med;pf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;anim;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;pres;intr;med;ipf;intr;plen;no
ptcp;attr;past;tran;pass;ipf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;intr;act;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;yes
adj;attr;pres;tran;act;ipf;anim;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;anim;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;pres;intr;act;ipf;intr;plen;no
adj;attr;pres;tran;pass;ipf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;yes
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;tran;act;pf;anim;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
adj;attr;pres;tran;act;ipf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;anim;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;past;intr;act;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;anim;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;yes
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;intr;med;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;pres;intr;act;ipf;anim;plen;no
ptcp;attr;past;intr;act;pf;anim;plen;no
ptcp;attr;past;tran;act;ipf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;pres;intr;med;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;anim;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
adj;attr;pres;tran;act;ipf;intr;plen;no
adj;attr;past;tran;pass;pf;anim;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;anim;plen;no
ptcp;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
adj;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;intr;med;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;intr;med;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;intr;med;ipf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;yes
ptcp;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
adj;attr;past;tran;pass;pf;anim;plen;no
ptcp;attr;pres;intr;med;ipf;intr;plen;yes
ptcp;attr;pres;intr;act;ipf;anim;plen;yes
adj;attr;past;tran;pass;pf;anim;plen;no
ptcp;attr;past;intr;act;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;intr;med;pf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;yes
adj;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;intr;act;ipf;intr;plen;no
adj;attr;past;tran;pass;pf;anim;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
adj;attr;past;tran;pass;pf;anim;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;intr;med;pf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;intr;act;ipf;anim;plen;no
ptcp;attr;past;intr;med;pf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;no
adj;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;intr;act;pf;anim;plen;no
ptcp;attr;pres;intr;med;ipf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;past;tran;pass;ipf;intr;plen;no
adj;attr;pres;tran;act;ipf;anim;plen;yes
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;past;intr;med;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;past;tran;pass;pf;anim;plen;no
ptcp;attr;past;intr;act;pf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;intr;act;pf;intr;plen;no
ptcp;attr;past;intr;act;pf;anim;plen;yes
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;no
adj;attr;pres;intr;act;ipf;intr;plen;no
adj;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;pres;intr;act;ipf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;intr;med;pf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;past;intr;med;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;no
adj;attr;past;tran;pass;pf;anim;plen;yes
adj;attr;pres;tran;act;ipf;intr;plen;no
adj;attr;pres;tran;act;ipf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;intr;med;pf;intr;plen;no
ptcp;attr;past;intr;med;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;past;tran;pass;ipf;intr;plen;no
ptcp;attr;pres;intr;med;ipf;intr;plen;yes
ptcp;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;ipf;intr;plen;no
ptcp;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;past;intr;act;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;pres;tran;pass;ipf;intr;plen;yes
adj;attr;past;tran;pass;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
adj;attr;pres;tran;act;ipf;intr;plen;no
adj;attr;past;tran;pass;pf;anim;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;past;intr;act;pf;anim;plen;no
adj;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;pres;intr;med;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;intr;med;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;intr;act;pf;anim;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;yes
adj;attr;past;tran;pass;pf;intr;plen;yes
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;pres;tran;act;ipf;intr;plen;no
ptcp;attr;past;intr;act;pf;intr;plen;no
ptcp;attr;pres;tran;pass;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;past;intr;med;pf;intr;plen;no
adj;attr;pres;intr;act;ipf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;yes
ptcp;attr;pres;tran;act;ipf;intr;plen;yes
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
ptcp;attr;past;tran;pass;pf;intr;plen;no
adj;attr;pres;tran;act;ipf;intr;plen;no
